year,month,pr
2066,3,8.564763e-05
2066,4,7.967402e-05
2066,5,6.183948e-05
2066,6,3.8074613e-05
2066,7,1.430329e-05
2066,8,5.065421e-06
2066,9,3.843543e-06
2066,10,6.4495807e-06
2066,11,2.5613846e-05
2066,12,0.000111643465
2067,1,0.00010094618
2067,2,9.000449e-05
2067,3,9.727596e-05
2067,4,7.6298216e-05
2067,5,7.289637e-05
2067,6,3.3385004e-05
2067,7,1.3560149e-05
2067,8,1.1594525e-05
2067,9,4.3182954e-06
2067,10,7.4016834e-06
2067,11,3.49962e-05
2067,12,8.1494145e-05
2068,1,9.9265584e-05
2068,2,9.716076e-05
2068,3,9.8770826e-05
2068,4,7.668803e-05
2068,5,5.94222e-05
2068,6,3.5307075e-05
2068,7,1.2607729e-05
2068,8,8.082624e-06
2068,9,2.2796937e-06
2068,10,8.730995e-06
2068,11,1.9439449e-05
2068,12,9.385922e-05
2069,1,8.160078e-05
2069,2,9.7885524e-05
2069,3,9.189425e-05
2069,4,8.437564e-05
2069,5,7.37627e-05
2069,6,3.479277e-05
2069,7,2.3881099e-05
2069,8,5.4848997e-06
2069,9,5.5174005e-06
2069,10,1.6468874e-05
2069,11,6.841674e-05
2069,12,0.000105741856
2070,1,0.00011099535
2070,2,0.00010599428
2070,3,9.783919e-05
2070,4,7.393878e-05
2070,5,8.036311e-05
2070,6,4.4675307e-05
2070,7,2.8233926e-05
2070,8,1.5348232e-05
2070,9,6.2288373e-06
2070,10,1.3870805e-05
2070,11,7.0605674e-05
2070,12,0.00011042077
2071,1,0.000118038
2071,2,0.00011353753
2071,3,0.00011015347
2071,4,0.00010025883
2071,5,6.836168e-05
2071,6,3.7647165e-05
2071,7,1.5094441e-05
2071,8,7.448759e-06
2071,9,4.9916443e-06
2071,10,1.29765795e-05
2071,11,3.195059e-05
2071,12,7.6572534e-05
2072,1,9.264187e-05
2072,2,0.00010519032
2072,3,9.0540714e-05
2072,4,7.04654e-05
2072,5,7.1814175e-05
2072,6,3.8739647e-05
2072,7,1.6803533e-05
2072,8,1.3112664e-05
2072,9,6.2664244e-06
2072,10,1.27887e-05
2072,11,3.2927648e-05
2072,12,8.282204e-05
2073,1,0.00011145692
2073,2,9.054154e-05
2073,3,0.00011520401
2073,4,7.839311e-05
2073,5,6.3151354e-05
2073,6,3.5520814e-05
2073,7,1.6752521e-05
2073,8,6.4609417e-06
2073,9,1.9021913e-06
2073,10,3.8895696e-06
2073,11,3.8608898e-05
2073,12,8.412831e-05
2074,1,0.00010207114
2074,2,9.069677e-05
2074,3,8.524602e-05
2074,4,8.813006e-05
2074,5,5.947397e-05
2074,6,3.1300835e-05
2074,7,1.764534e-05
2074,8,1.3101235e-05
2074,9,3.8682438e-06
2074,10,5.0950835e-06
2074,11,4.071419e-05
2074,12,9.5278934e-05
2075,1,0.00011726741
2075,2,0.000104795414
2075,3,9.394261e-05
2075,4,7.873667e-05
